#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.base.inference.CompoundDistribution">
#    <distribution id="prior" spec="beast.base.inference.CompoundDistribution">
#        <distribution id="YuleModel.t:D_mel_TE_RT_protein" spec="beast.base.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:D_mel_TE_RT_protein" lower="0.0" name="birthDiffRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:D_mel_TE_RT_protein" spec="beast.base.evolution.tree.Tree">
#                <taxonset id="TaxonSet.D_mel_TE_RT_protein" spec="beast.base.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:D_mel_TE_RT_protein" name="distribution" x="@birthRate.t:D_mel_TE_RT_protein">
#            <Uniform id="Uniform.1" name="distr" upper="Infinity"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.base.inference.CompoundDistribution" useThreads="true">
#        <distribution data="@D_mel_TE_RT_protein" id="treeLikelihood.D_mel_TE_RT_protein" spec="beast.base.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:D_mel_TE_RT_protein">
#            <siteModel id="SiteModel.s:D_mel_TE_RT_protein" spec="beast.base.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:D_mel_TE_RT_protein" lower="0.0" name="mutationRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:D_mel_TE_RT_protein" lower="0.1" name="shape" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:D_mel_TE_RT_protein" lower="0.0" name="proportionInvariant" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="Blosum62.s:D_mel_TE_RT_protein" spec="beast.base.evolution.substitutionmodel.Blosum62"/>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:D_mel_TE_RT_protein" spec="beast.base.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:D_mel_TE_RT_protein" lower="0.0" name="clock.rate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	Tree.height	Tree.treeLength	YuleModel	birthRate
1690000	-5603.9016574099915	-5593.254134536441	-10.647522873550413	-5593.254134536441	1.830146985815185	10.668078933966417	-10.647522873550413	1.0062511886891536
1691000	-5611.915504633257	-5601.181588837775	-10.7339157954819	-5601.181588837775	1.7143501704391537	10.72951915445851	-10.7339157954819	0.9986595086293167
1692000	-5603.747559918064	-5593.639815468505	-10.107744449559501	-5593.639815468505	1.5520901007862438	9.835372720233833	-10.107744449559501	2.0483310077034225
1693000	-5610.493862541143	-5597.755019273284	-12.738843267859018	-5597.755019273284	1.733350124774116	10.865450643942763	-12.738843267859018	2.1715841061979066
1694000	-5604.756787484096	-5594.745290286512	-10.011497197584202	-5594.745290286512	1.7757083333704737	10.439398214313691	-10.011497197584202	1.5244724868344777
1695000	-5603.797218850088	-5594.139859839427	-9.65735901066082	-5594.139859839427	1.6430555802988815	10.265963756721453	-9.65735901066082	1.3751309321365506
1696000	-5608.406383859984	-5598.591916447481	-9.814467412502948	-5598.591916447481	1.5416613076580021	9.823649149360486	-9.814467412502948	1.9530051786404663
1697000	-5606.6133026010275	-5597.463202824582	-9.150099776444966	-5597.463202824582	1.4401181555235398	9.851478022048752	-9.150099776444966	1.283502051006671
1698000	-5604.160790941471	-5594.999796763783	-9.160994177687424	-5594.999796763783	1.624480263390058	9.79929374999331	-9.160994177687424	1.2262126262473692
1699000	-5604.6209006341405	-5595.302064555035	-9.318836079105335	-5595.302064555035	1.515088125301834	9.79191353811199	-9.318836079105335	1.1438694106913216
1700000	-5612.1880151175665	-5602.406306670099	-9.781708447467153	-5602.406306670099	1.6097267630798873	10.325378595371033	-9.781708447467153	1.4662960221005508
1701000	-5607.855305121892	-5598.655081104005	-9.200224017887082	-5598.655081104005	1.4894255856466492	9.881432908447293	-9.200224017887082	1.2726167703285043
1702000	-5605.834427762255	-5596.262701513195	-9.571726249059662	-5596.262701513195	1.5291901676693187	9.750286928072784	-9.571726249059662	1.0452982758929066
1703000	-5612.489135703166	-5602.705384360305	-9.783751342860553	-5602.705384360305	1.7982803800780298	10.268588293811428	-9.783751342860553	1.1903495922103617
1704000	-5604.784393576591	-5594.625705484549	-10.158688092042215	-5594.625705484549	1.678800517416615	10.269713705509764	-10.158688092042215	1.7593020792398093
1705000	-5604.134288081438	-5594.99483440616	-9.139453675277636	-5594.99483440616	1.5292924668157848	9.88761914348832	-9.139453675277636	1.3677461306765597
1706000	-5606.870378717978	-5597.200153529118	-9.670225188859941	-5597.200153529118	1.6785204635501831	10.23975582576967	-9.670225188859941	1.2558448096402268
1707000	-5610.771064921091	-5600.648552755753	-10.122512165337952	-5600.648552755753	1.63852847276151	10.310916449877887	-10.122512165337952	1.7108242829539584
1708000	-5609.782669737111	-5599.9994400872165	-9.783229649894375	-5599.9994400872165	1.6295907824216673	10.357582058931532	-9.783229649894375	1.329124831129003
1709000	-5604.371715730867	-5595.352002954083	-9.019712776783944	-5595.352002954083	1.6517666864000242	9.78666159324469	-9.019712776783944	1.3356339954419663
1710000	-5607.0585267948	-5597.201975235794	-9.856551559006391	-5597.201975235794	1.5783230183815562	9.968934937007633	-9.856551559006391	1.0293461803469635
1711000	-5599.999936830605	-5590.389971525543	-9.609965305062453	-5590.389971525543	1.6223601498753903	10.224936850435423	-9.609965305062453	1.3202816507290653
1712000	-5610.78311300459	-5600.387126625123	-10.395986379466827	-5600.387126625123	1.8332071456763892	10.554127570438272	-10.395986379466827	1.6463736440050931
1713000	-5603.069679864662	-5592.635982645457	-10.433697219204992	-5592.635982645457	1.6463396346181483	10.313293424873654	-10.433697219204992	1.837761200753474
1714000	-5605.870082510442	-5596.2431233865045	-9.626959123937581	-5596.2431233865045	1.5523794388866368	9.64929262016403	-9.626959123937581	2.0121456189866462
1715000	-5603.937471802851	-5594.222427939379	-9.715043863472676	-5594.222427939379	1.5864067588004964	9.944185694546714	-9.715043863472676	1.0630911910604643
1716000	-5605.84515815477	-5596.915970473827	-8.929187680942984	-5596.915970473827	1.4298228901905041	9.672007170050705	-8.929187680942984	1.6336028366476918
1717000	-5603.078101355143	-5592.810706953045	-10.26739440209762	-5592.810706953045	1.8623361847402502	10.695938728891267	-10.26739440209762	1.405167632293133
1718000	-5605.356024371967	-5596.918158781284	-8.437865590682815	-5596.918158781284	1.4500178539973922	9.3763669407718	-8.437865590682815	1.3704837736321227
1719000	-5613.459666558061	-5601.611985694601	-11.847680863460235	-5601.611985694601	1.659717351483042	10.565214194339749	-11.847680863460235	2.1122142894862557
1720000	-5610.413593895534	-5600.275026584843	-10.138567310691206	-5600.275026584843	1.6241987079367928	9.870965638749572	-10.138567310691206	2.0343625014947246
1721000	-5606.0136028122515	-5596.44834955162	-9.565253260632222	-5596.44834955162	1.5879676415604265	10.144069618787423	-9.565253260632222	1.5285598219770746
1722000	-5604.209583932995	-5591.986172147722	-12.223411785273301	-5591.986172147722	1.6497529933285946	9.876074601280445	-12.223411785273301	2.582737931113473
1723000	-5602.813373235591	-5593.660169406989	-9.153203828601818	-5593.660169406989	1.5740534608002112	9.884649336809582	-9.153203828601818	1.3313746563968973
1724000	-5604.3612423503	-5594.402423650766	-9.958818699534605	-5594.402423650766	1.6409070724028965	10.222807176400076	-9.958818699534605	1.0815961683860014
1725000	-5603.032893019388	-5592.525585627233	-10.507307392154928	-5592.525585627233	1.6292442656523478	10.175984208605279	-10.507307392154928	1.9545756493277378
1726000	-5605.453273212675	-5596.567650640838	-8.885622571837036	-5596.567650640838	1.5127462177541224	9.648067261481556	-8.885622571837036	1.2862255974339025
1727000	-5604.275737948625	-5595.72175032424	-8.553987624384597	-5595.72175032424	1.3668373835298993	9.12090150828756	-8.553987624384597	2.007611855859987
1728000	-5602.667909665147	-5593.728711393434	-8.939198271712534	-5593.728711393434	1.5031873926738872	9.728395800659627	-8.939198271712534	1.5437356775751339
1729000	-5602.6991360448765	-5592.114564487762	-10.58457155711358	-5592.114564487762	1.7832554462126995	10.425439297683221	-10.58457155711358	1.8177947513317327
1730000	-5604.661104962723	-5595.325725662782	-9.335379299940918	-5595.325725662782	1.539726838207946	9.930948980342066	-9.335379299940918	1.6209354018061892
1731000	-5603.269510475052	-5593.771283896421	-9.49822657863092	-5593.771283896421	1.6632214151884779	10.059617546447427	-9.49822657863092	1.2134978794657443
1732000	-5611.410739090737	-5602.726015859139	-8.6847232315973	-5602.726015859139	1.497458144848502	9.536508577812477	-8.6847232315973	1.3365648902088378
1733000	-5606.244222669611	-5597.257242143189	-8.986980526422713	-5597.257242143189	1.5373173197457883	9.645750332064958	-8.986980526422713	1.7124953479665856
1734000	-5600.684444649705	-5592.13675469618	-8.547689953524726	-5592.13675469618	1.5009242345052798	9.481381318179226	-8.547689953524726	1.5115801825633322
1735000	-5604.709280191923	-5595.137099342353	-9.572180849570124	-5595.137099342353	1.7213202948235446	10.191529328050022	-9.572180849570124	1.306742643805446
1736000	-5608.734157316203	-5598.696206338508	-10.037950977694514	-5598.696206338508	1.8346384885561242	10.543748344120399	-10.037950977694514	1.2854108940141074
1737000	-5605.031196573615	-5594.808965073717	-10.222231499896782	-5594.808965073717	1.6466444625047525	10.449452770039617	-10.222231499896782	1.6456426628866954
1738000	-5604.116655050362	-5594.176602072324	-9.94005297803757	-5594.176602072324	1.6076222928818045	10.069883033641059	-9.94005297803757	1.818558396003092
1739000	-5606.354154821735	-5597.686732725712	-8.667422096023461	-5597.686732725712	1.562796762438475	9.498721277122252	-8.667422096023461	1.6552427645462662
1740000	-5605.950192359305	-5595.902222108617	-10.047970250688264	-5595.902222108617	1.7725189592040034	10.55125364613704	-10.047970250688264	1.3703092512095343
1741000	-5603.220390022755	-5593.962789494609	-9.257600528146252	-5593.962789494609	1.646469816398474	9.927728732448088	-9.257600528146252	1.5556907495722625
1742000	-5602.577225724712	-5592.956156432722	-9.621069291989457	-5592.956156432722	1.6083715209087281	9.999061106867309	-9.621069291989457	1.728103868025021
1743000	-5607.694397562852	-5597.046522189151	-10.647875373700671	-5597.046522189151	1.6032470595059163	10.35904707277376	-10.647875373700671	1.8836553748140372
1744000	-5601.714327584386	-5592.59655333366	-9.117774250726388	-5592.59655333366	1.5078980466260665	9.847818356725744	-9.117774250726388	1.3130084899039152
1745000	-5606.4702631869095	-5597.394716160269	-9.075547026640471	-5597.394716160269	1.4047969160091467	9.386972159546104	-9.075547026640471	2.0023684509174537
1746000	-5604.089782159373	-5594.655989149396	-9.433793009976085	-5594.655989149396	1.5934281069331677	10.097140653947902	-9.433793009976085	1.337235488892845
1747000	-5604.557085526485	-5594.961590947484	-9.595494579000501	-5594.961590947484	1.658245842360791	10.02726436891215	-9.595494579000501	1.6874768729703933
1748000	-5612.835948951891	-5600.0042357516995	-12.83171320019085	-5600.0042357516995	1.6132873240009635	10.586026477320932	-12.83171320019085	2.3318400864897004
1749000	-5605.239132406859	-5595.389186958067	-9.849945448792493	-5595.389186958067	1.5702563536617296	9.887806932694858	-9.849945448792493	1.0093551847819975
1750000	-5605.60070118599	-5596.19583464844	-9.40486653755066	-5596.19583464844	1.598508599811263	10.060757377203238	-9.40486653755066	1.3014496639654904
1751000	-5603.886066477656	-5595.031399547306	-8.854666930349552	-5595.031399547306	1.4621466192346844	9.679466237072718	-8.854666930349552	1.5277641432651934
1752000	-5602.007109563027	-5592.815838623522	-9.191270939505866	-5592.815838623522	1.5457559190152603	9.889279152986036	-9.191270939505866	1.2909464862828277
1753000	-5602.152882224529	-5592.680014727358	-9.472867497171464	-5592.680014727358	1.5302155853820634	9.935621792297567	-9.472867497171464	1.7064721416718154
1754000	-5606.855183331441	-5597.1217309210115	-9.733452410430132	-5597.1217309210115	1.5756875587155041	10.035957211108666	-9.733452410430132	1.7525215671255312
1755000	-5605.9101946550445	-5595.763954242191	-10.146240412852993	-5595.763954242191	1.592340744991762	10.29431784367211	-10.146240412852993	1.7348663913128894
1756000	-5605.409681612197	-5596.535818412017	-8.873863200180729	-5596.535818412017	1.5285796915932515	9.685689033620724	-8.873863200180729	1.3505166283510512
1757000	-5605.869025524392	-5596.425665566871	-9.443359957520531	-5596.425665566871	1.6255249224792574	10.10985531263954	-9.443359957520531	1.3681998238214705
1758000	-5612.4536899153245	-5601.229856921554	-11.223832993771214	-5601.229856921554	1.804893429325939	11.23016508267639	-11.223832993771214	1.527795098442764
1759000	-5604.427469743376	-5594.669660643064	-9.757809100311407	-5594.669660643064	1.7394417944569427	10.06416193302762	-9.757809100311407	1.0920375337940085
1760000	-5605.705336007525	-5596.510699291485	-9.194636716039714	-5596.510699291485	1.5808653876414356	9.790817975930487	-9.194636716039714	1.200985033646261
1761000	-5608.488927283882	-5597.729378530173	-10.759548753709591	-5597.729378530173	1.6586421444865587	9.940367022161062	-10.759548753709591	2.1800275468703467
1762000	-5607.347883272736	-5598.214609385101	-9.13327388763582	-5598.214609385101	1.4388167342704699	9.432899085978788	-9.13327388763582	1.9881999247436786
1763000	-5606.5812164282415	-5596.9036709643115	-9.677545463930159	-5596.9036709643115	1.8324551593472127	10.280869604503778	-9.677545463930159	1.3520074822366135
1764000	-5603.833991194516	-5593.7486709547575	-10.085320239758765	-5593.7486709547575	1.7889253386644135	10.469973929021219	-10.085320239758765	1.149111917830281
1765000	-5610.814212601382	-5600.3885444237485	-10.425668177633394	-5600.3885444237485	1.4917016359426054	9.507505172303173	-10.425668177633394	2.362576091072621
1766000	-5607.1041501310765	-5597.626606064733	-9.477544066343114	-5597.626606064733	1.592795663718509	10.128430571183086	-9.477544066343114	1.433788980574146
1767000	-5609.855544971788	-5600.838926310064	-9.016618661723495	-5600.838926310064	1.432787638581208	9.707654904483697	-9.016618661723495	1.6579173937992542
1768000	-5613.469333080035	-5603.8620647704765	-9.607268309557911	-5603.8620647704765	1.7148252073733279	10.055982335450732	-9.607268309557911	1.6659754024642988
1769000	-5604.333980150066	-5595.269758134844	-9.064222015222292	-5595.269758134844	1.4349693024567165	9.415362184462913	-9.064222015222292	1.0876861631960146
1770000	-5603.066532195162	-5594.628678545714	-8.437853649447643	-5594.628678545714	1.4174641781402975	9.396428445988358	-8.437853649447643	1.571077486179041
1771000	-5607.097796823713	-5598.429265021588	-8.66853180212448	-5598.429265021588	1.5144499480838347	9.564616880155944	-8.66853180212448	1.4370909676692045
1772000	-5605.9243457792045	-5595.987625181703	-9.936720597500958	-5595.987625181703	1.6343617544259668	10.080204167759355	-9.936720597500958	1.0392917000752508
1773000	-5606.067327650123	-5595.978542107192	-10.088785542930648	-5595.978542107192	1.734247727700956	10.54054405679284	-10.088785542930648	1.4575636499325046
1774000	-5605.643897830522	-5596.595991004336	-9.047906826186836	-5596.595991004336	1.545106674059957	9.496724232857598	-9.047906826186836	1.1206075964486812
1775000	-5603.971066708916	-5594.833903499474	-9.13716320944113	-5594.833903499474	1.5202672607085832	9.838757659068392	-9.13716320944113	1.2803695922228322
1776000	-5604.9434889449785	-5595.1858651538	-9.757623791179082	-5595.1858651538	1.6703835600349053	10.326444122191733	-9.757623791179082	1.4266671922424736
1777000	-5607.716217900215	-5597.754009457373	-9.962208442841822	-5597.754009457373	1.5096043225512457	9.833974769428561	-9.962208442841822	1.9994067751878215
1778000	-5601.6288342532935	-5592.0919924398595	-9.5368418134342	-5592.0919924398595	1.6352525669564328	10.17383553445929	-9.5368418134342	1.4173535491622349
1779000	-5603.478344907692	-5594.032044527635	-9.446300380057053	-5594.032044527635	1.5922609049229435	9.774703554502745	-9.446300380057053	1.0905344579109801
1780000	-5609.235834628664	-5598.210503551711	-11.025331076952625	-5598.210503551711	1.7074868057743546	10.669631412025687	-11.025331076952625	1.8167388229449526
1781000	-5605.354073443801	-5596.166789684795	-9.187283759005986	-5596.166789684795	1.7062970304255423	9.919302524271991	-9.187283759005986	1.4689354721352301
1782000	-5605.707402020309	-5594.204906611777	-11.502495408531795	-5594.204906611777	1.4164029299098069	9.619682228585514	-11.502495408531795	2.5687040170449
1783000	-5613.470090002541	-5602.719373732537	-10.750716270003664	-5602.719373732537	1.682272640188419	10.659370695531315	-10.750716270003664	1.7236144720901594
1784000	-5610.071834231916	-5598.744975269218	-11.326858962697457	-5598.744975269218	1.770011643850578	10.36198009077529	-11.326858962697457	0.8123836929509088
1785000	-5608.116651308168	-5599.104339894555	-9.012311413612863	-5599.104339894555	1.631601586333277	9.703322557503018	-9.012311413612863	1.6601908562963816
1786000	-5618.453257268454	-5608.33044117691	-10.122816091543143	-5608.33044117691	1.5276971250046913	10.362260434944226	-10.122816091543143	1.6686697965658301
1787000	-5611.15753454663	-5601.531971575844	-9.625562970786106	-5601.531971575844	1.8300005644144706	10.122096802322021	-9.625562970786106	1.1807530041285994
1788000	-5606.34503552438	-5596.763796436953	-9.581239087427416	-5596.763796436953	1.459695753139599	9.791635759769093	-9.581239087427416	1.8845748999089105
1789000	-5606.600382961803	-5597.227392988201	-9.372989973601358	-5597.227392988201	1.5264888459320587	9.949011958041739	-9.372989973601358	1.2079336132334335
1790000	-5602.9347715652975	-5593.301340001523	-9.633431563773858	-5593.301340001523	1.550399784177657	10.144581667947257	-9.633431563773858	1.5868613543738679
1791000	-5609.877010727804	-5600.2338144142705	-9.643196313533522	-5600.2338144142705	1.650286819869473	10.20724449357173	-9.643196313533522	1.5097778058869458
1792000	-5608.762943752922	-5599.083704215095	-9.679239537826934	-5599.083704215095	1.673723757042771	10.204035941815372	-9.679239537826934	1.5487611877778256
1793000	-5606.335201329357	-5596.940849052522	-9.394352276835207	-5596.940849052522	1.5132364539845626	10.063213678138439	-9.394352276835207	1.460358487363354
1794000	-5612.560202210308	-5603.509727496917	-9.050474713390884	-5603.509727496917	1.5994206872491499	9.777261017195718	-9.050474713390884	1.2874233226116836
1795000	-5610.1326960956285	-5600.070975015845	-10.061721079783233	-5600.070975015845	1.7390640779810216	10.56373905832055	-10.061721079783233	1.2918172077317849
1796000	-5611.190606432253	-5595.380209536215	-15.81039689603725	-5595.380209536215	1.5997850368070328	9.538903868210609	-15.81039689603725	3.4932999797405944
1797000	-5605.713954780332	-5595.858460765895	-9.85549401443636	-5595.858460765895	1.630948517610832	10.248842131425818	-9.85549401443636	1.6239175502959686
1798000	-5610.697860324858	-5600.61838931472	-10.079471010138214	-5600.61838931472	1.8196702864984406	10.132183703694382	-10.079471010138214	1.8291929630487678
1799000	-5606.006407191863	-5596.152816132294	-9.853591059569109	-5596.152816132294	1.6006905286106639	10.3231709545001	-9.853591059569109	1.5406980511345267
1800000	-5605.022867744747	-5596.561673048056	-8.461194696690773	-5596.561673048056	1.4373940364010123	9.396669510528485	-8.461194696690773	1.3761186097802496
1801000	-5606.564841646434	-5594.456903638538	-12.10793800789586	-5594.456903638538	1.6142429289817808	10.55733154418147	-12.10793800789586	2.1808469637708634
1802000	-5605.28709358388	-5593.325666993731	-11.961426590149173	-5593.325666993731	1.7412858583593158	10.398547981465802	-11.961426590149173	0.7340639982974502
1803000	-5606.555385060983	-5597.136182614138	-9.419202446845091	-5597.136182614138	1.7798147271535496	9.995889665700496	-9.419202446845091	1.214598613811753
1804000	-5609.04621045297	-5599.011573282137	-10.034637170832674	-5599.011573282137	1.6918997900890729	10.544860691298442	-10.034637170832674	1.352906375570375
1805000	-5603.554287675105	-5594.205525254697	-9.348762420408164	-5594.205525254697	1.6196810076057961	10.040994208231515	-9.348762420408164	1.418568683879415
1806000	-5601.419083015081	-5592.575690013263	-8.843393001818551	-5592.575690013263	1.5810497092889864	9.685324727019434	-8.843393001818551	1.467656263556903
1807000	-5606.236243930845	-5596.885024018022	-9.35121991282344	-5596.885024018022	1.6176334795895042	9.983827697919992	-9.35121991282344	1.5620193616301745
1808000	-5601.110676188213	-5592.337063301374	-8.77361288683938	-5592.337063301374	1.4978589469396353	9.581958224535212	-8.77361288683938	1.6250415781379393
1809000	-5609.818007321342	-5600.001859880653	-9.81614744068851	-5600.001859880653	1.7296086499268646	10.214272717463805	-9.81614744068851	1.136988390228203
1810000	-5606.777108429665	-5597.867409391577	-8.909699038087355	-5597.867409391577	1.6021971631766645	9.731427154204276	-8.909699038087355	1.418004752504618
1811000	-5603.046082905156	-5593.311931108203	-9.73415179695364	-5593.311931108203	1.6540099256749161	10.306688485164807	-9.73415179695364	1.435654305800975
1812000	-5608.4161927189	-5597.16002952704	-11.2561631918601	-5597.16002952704	1.425078862675548	9.798504440534543	-11.2561631918601	0.7638263473711848
1813000	-5609.824752520094	-5598.457480949977	-11.36727157011673	-5598.457480949977	1.6945582848298901	10.383341565993138	-11.36727157011673	0.8090347930608359
1814000	-5609.034686462542	-5599.1336232822105	-9.901063180330798	-5599.1336232822105	1.6652444974812115	10.314346995313116	-9.901063180330798	1.5856774150414192
1815000	-5606.938195052237	-5596.699720501259	-10.238474550977452	-5596.699720501259	1.88903754651117	10.668082298155166	-10.238474550977452	1.2113621216474069
1816000	-5609.3569977321395	-5598.335287783679	-11.021709948460849	-5598.335287783679	1.7757133662526425	10.901161936531079	-11.021709948460849	0.9640844898074927
1817000	-5609.458102209699	-5601.695014328232	-7.763087881467046	-5601.695014328232	1.2600303429575566	8.699161886897235	-7.763087881467046	2.0389616344005677
1818000	-5603.730918099871	-5594.276423567846	-9.454494532025365	-5594.276423567846	1.6110461535911509	10.068904760584378	-9.454494532025365	1.256932403309352
1819000	-5611.518913519165	-5601.632885424864	-9.886028094300759	-5601.632885424864	1.666253423734232	10.14589268260519	-9.886028094300759	1.7335569767666341
1820000	-5602.734688993465	-5593.78923508397	-8.945453909494677	-5593.78923508397	1.4760184082541568	9.691924860302244	-8.945453909494677	1.6185677890986923
1821000	-5608.5830097966145	-5600.585007229262	-7.998002567352087	-5600.585007229262	1.3722723148154918	9.077356695876347	-7.998002567352087	1.399659573899179
1822000	-5606.225355136648	-5596.797850376984	-9.427504759664997	-5596.797850376984	1.6494370205565334	10.065550232990011	-9.427504759664997	1.2804119185725198
1823000	-5609.366031344741	-5596.233844077855	-13.13218726688585	-5596.233844077855	1.5775252395564805	10.09412210093217	-13.13218726688585	2.6555222892332027
1824000	-5604.388395200097	-5593.713253116417	-10.675142083679944	-5593.713253116417	1.7787529994924034	10.634741869219079	-10.675142083679944	1.7102616884589361
1825000	-5606.354850356662	-5596.199183349018	-10.155667007643018	-5596.199183349018	1.8682177173828176	10.637626699280403	-10.155667007643018	1.3311121709950824
1826000	-5604.519957940576	-5594.9405049516545	-9.579452988921505	-5594.9405049516545	1.4217220866113087	9.580182002217935	-9.579452988921505	1.0001649850324754
1827000	-5610.364042871617	-5599.448189016856	-10.915853854760888	-5599.448189016856	1.8637808033885677	11.164645512026752	-10.915853854760888	1.1214674232945807
1828000	-5607.55858053859	-5597.593735709988	-9.964844828601198	-5597.593735709988	1.7495533897024171	10.390404108896485	-9.964844828601198	1.5465039307257553
1829000	-5608.384263557075	-5600.356479918214	-8.027783638861152	-5600.356479918214	1.5219315867637968	9.137901010265772	-8.027783638861152	1.5457792310465737
1830000	-5611.595685525981	-5602.472205908718	-9.123479617263257	-5602.472205908718	1.4884210362873604	9.86653636633681	-9.123479617263257	1.3405257785680702
1831000	-5610.2032424123845	-5600.442972441081	-9.76026997130364	-5600.442972441081	1.4197633698409913	9.47558891686548	-9.76026997130364	2.1845859343073615
1832000	-5610.638546363539	-5600.462371731628	-10.176174631910328	-5600.462371731628	1.827480353425618	10.501762301628927	-10.176174631910328	1.5721791573177295
1833000	-5607.83658552593	-5598.57063212746	-9.265953398469522	-5598.57063212746	1.5455915665585556	9.967103637643598	-9.265953398469522	1.4861256617390697
1834000	-5601.4997138362705	-5591.617668978194	-9.882044858076796	-5591.617668978194	1.6235470092649225	10.101344030483315	-9.882044858076796	1.768345357751254
1835000	-5616.194381918594	-5605.4587558936	-10.735626024994188	-5605.4587558936	1.8644769607093878	10.519088110432465	-10.735626024994188	0.9442786415212101
1836000	-5607.568308010625	-5598.236861892549	-9.331446118075428	-5598.236861892549	1.5812128868481081	9.8007821915257	-9.331446118075428	1.758079578560248
1837000	-5603.409532711996	-5593.929783836138	-9.479748875857645	-5593.929783836138	1.6503198855279353	10.09566741680733	-9.479748875857645	1.5157338378527454
1838000	-5606.447010188928	-5596.749971378898	-9.697038810029966	-5596.749971378898	1.733500371469792	10.021713676488641	-9.697038810029966	1.74685328705949
1839000	-5606.0719831484	-5595.158213273914	-10.91376987448643	-5595.158213273914	1.733712174278856	10.501583761974498	-10.91376987448643	1.8828092616734962
1840000	-5605.297802670278	-5595.57272325351	-9.725079416767468	-5595.57272325351	1.5906318322553876	10.06048807194528	-9.725079416767468	1.72700906096613
1841000	-5605.477401805835	-5593.752817581484	-11.724584224350936	-5593.752817581484	1.6449542415970893	10.558868151770767	-11.724584224350936	0.7786216026168361
1842000	-5605.112208005871	-5595.405060789001	-9.7071472168696	-5595.405060789001	1.6916645869505722	10.245770051646439	-9.7071472168696	1.5156175784329868
1843000	-5605.583920467947	-5596.512382148658	-9.071538319288754	-5596.512382148658	1.5076496926289304	9.810406029138353	-9.071538319288754	1.309673850528748
1844000	-5608.318998386622	-5599.627950368858	-8.691048017764194	-5599.627950368858	1.4436951369537925	9.369627758853516	-8.691048017764194	1.8329283372780978
1845000	-5607.7622834219355	-5598.207136170513	-9.555147251422799	-5598.207136170513	1.7026184946564695	10.082140519611864	-9.555147251422799	1.1943669655995106
1846000	-5605.56503189018	-5595.153038509871	-10.41199338030887	-5595.153038509871	1.552626207166297	10.337850154575644	-10.41199338030887	1.812706370406155
1847000	-5608.982493044247	-5600.441696005047	-8.54079703920091	-5600.441696005047	1.363027306669559	9.156158281300106	-8.54079703920091	1.1608480599082769
1848000	-5603.581594506407	-5594.326709545421	-9.254884960985443	-5594.326709545421	1.4553940073240303	9.856049385067326	-9.254884960985443	1.6523651799161965
1849000	-5603.076724873622	-5593.340329223461	-9.7363956501612	-5593.340329223461	1.678108841314664	10.232454722804258	-9.7363956501612	1.559496900013963
1850000	-5606.764343780853	-5597.829421824664	-8.934921956188926	-5597.829421824664	1.5378110984957105	9.737299559173335	-8.934921956188926	1.3656385391598216
1851000	-5611.19411647629	-5601.193059345211	-10.001057131079113	-5601.193059345211	1.5966587002518224	10.187725647563102	-10.001057131079113	1.7532609224528166
1852000	-5604.327833571482	-5593.682873676229	-10.644959895252892	-5593.682873676229	1.6500809834183545	10.51920895434567	-10.644959895252892	0.9662205955826905
1853000	-5603.840104256133	-5593.900449228587	-9.939655027546285	-5593.900449228587	1.8936151423945626	10.447867696669789	-9.939655027546285	1.245053755321205
1854000	-5602.830547020931	-5592.956765228853	-9.873781792077683	-5592.956765228853	1.6759480578384374	10.377265017936157	-9.873781792077683	1.2223637602324873
1855000	-5604.726142464139	-5595.817918937862	-8.908223526277602	-5595.817918937862	1.4526928272345068	9.56905604259763	-8.908223526277602	1.7480804090343907
1856000	-5610.450785709753	-5600.395413078048	-10.055372631705552	-5600.395413078048	1.6402973088393646	10.548178733907326	-10.055372631705552	1.397276795839341
1857000	-5609.0755801611085	-5598.565577272522	-10.510002888585994	-5598.565577272522	1.890953865532923	10.855943154545747	-10.510002888585994	1.1642067980504731
1858000	-5605.274571082493	-5595.171669116761	-10.102901965731782	-5595.171669116761	1.8036101001696314	10.540691010916087	-10.102901965731782	1.194301652702607
1859000	-5604.8342098724115	-5595.254350617531	-9.579859254880596	-5595.254350617531	1.716506369861657	10.19412895388339	-9.579859254880596	1.2989793112616481
